"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"45712","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","","Connecticut River","44.565049","-71.558976","Map derived","Approximate","Headwaters Connecticut River","01080101","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45713","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","","Connecticut River","43.411532","-72.399216","Map derived","Approximate","Black River-Connecticut River","01080106","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45725","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","","West River","43.0000802","-72.6381","GNIS","Approximate","West River-Connecticut River","01080107","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45705","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","","Black River","44.8744918","-72.252603","GNIS","Approximate","St. Francois River","04300202","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45637","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","","Upper Connecticut (HUC6) non-specific","43.9944375472","-72.1229724672","Calculated by GIS","Centroid","Upper Connecticut","01080100","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45636","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","","northern VT, San Francois drainage","44.8369441","-72.109649","Calculated by GIS","Centroid","St. Francois","01110000","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45727","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","","Winooski River","44.48671","-73.16817","Map derived","Approximate","Winooski River","04300103","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45715","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","","Lamoille River","44.64461","-72.85989","Map derived","Approximate","Lamoille River","04300105","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45724","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Caledonia","Wells River","44.160334","-72.044696","Map derived","Accurate","Ammonoosuc River-Connecticut River","01080103","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295139","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Caledonia","Wells River near South Ryegate","44.18048","-72.11786","Map derived","Accurate","Ammonoosuc River-Connecticut River","01080103","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295165","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Chittenden","Winooski River between Richmond and Jonesville","44.39086","-72.96553","Map derived","Accurate","Winooski River","04300103","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45714","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Essex","Island Pond","44.83","-71.8711111111111","Map derived","Accurate","St. Francois River","04300202","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294872","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Essex","Connecticut River near Lunenburg","44.46625","-71.64241","Map derived","Accurate","Headwaters Connecticut River","01080101","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294936","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Essex","Island Pond","44.80448","-71.86799","GNIS","Accurate","St. Francois River","04300202","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45683","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Franklin","Arrowhead Mountain Lake","44.6816666666667","-73.1127777777778","Map derived","Accurate","Lamoille River","04300105","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45718","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Franklin","Missisquoi River","44.90519","-72.8403","Map derived","Approximate","Missiquoi River","04300107","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45717","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Orleans","Memphremagog Lake","44.995","-72.215555","Map derived","Accurate","St. Francois River","04300202","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45722","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Orleans","Lake Salem","44.9916666666667","-72.1041666666667","Map derived","Accurate","St. Francois River","04300202","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45710","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Orleans","Clyde Pond","44.945","-72.1716666666667","Map derived","Accurate","St. Francois River","04300202","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45711","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Orleans","Clyde River","44.908627","-72.078338","Map derived","Approximate","St. Francois River","04300202","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294860","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Orleans","Clyde River near Charleston","44.85146","-72.03894","Map derived","Accurate","St. Francois River","04300202","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294856","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Orleans","Clyde Pond; Derby","44.9353246","-72.171212","GNIS","Approximate","St. Francois River","04300202","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295039","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Orleans","Lake Salem","44.92721","-72.10254","GNIS","Accurate","St. Francois River","04300202","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"613989","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Orleans","Salem Pond; Salem Pond ***","44.83333","-72","reported","Accurate","St. Francois River","04300202","1972","5","29","established","Data from GBIF data index - original values.","Specimen","Royal Ontario Museum ichthyology collection","ROM 28408","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","25985","Database","2014","Royal Ontario Museum","Royal Ontario Museum ichthyology collection. Accessed through GBIF data portal, http://www.gbif.org/dataset/4e5552d1-5eaf-40a3-b48b-01f92da22f17","Royal Ontario Museum","Toronto, Ontario","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406549","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Orleans","Salem Pond ***, Salem Pond","44.83333","-72","reported","Accurate","St. Francois River","04300202","1972","5","29","unknown","Data from GBIF data index - original values","Specimen","Royal Ontario Museum ichthyology collection","ROM 28408","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","25985","Database","2014","Royal Ontario Museum","Royal Ontario Museum ichthyology collection. Accessed through GBIF data portal, http://www.gbif.org/dataset/4e5552d1-5eaf-40a3-b48b-01f92da22f17","Royal Ontario Museum","Toronto, Ontario","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295030","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Rutland","Poultney River near Hampton Flats","43.5593","-73.25477","Map derived","Accurate","Mettawee River","04300101","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45721","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Rutland","Poultney River","43.62646","-73.34345","GNIS","Accurate","Mettawee River","04300101","1996","","","established","","Literature","","","Freshwater","1956","Other","1996","DeLorme.","Vermont Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294878","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Windham","Connecticut River near Putney","42.9644","-72.50848","Map derived","Accurate","West River-Connecticut River","01080107","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295144","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Windham","West River near West Dummerston","42.91055","-72.60624","Map derived","Accurate","West River-Connecticut River","01080107","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295158","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Windham","Williams River near Bartonsville","43.22873","-72.54002","Map derived","Accurate","Black River-Connecticut River","01080106","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294866","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Windsor","Connecticut River near White River Junction","43.64819","-72.31478","Map derived","Accurate","Black River-Connecticut River","01080106","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294826","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Windsor","Black River near Springfield","43.27496","-72.46153","Map derived","Accurate","Black River-Connecticut River","01080106","2000","","","established","","Literature","","","Freshwater","25649","Other","2000","DeLorme.","Vermont Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1676065","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","VT","Windsor","Jericho Rd, White River Junction, VT, US","43.67282","-72.36189","reported","Accurate","White River","01080105","2020","10","1","","https://www.inaturalist.org/observations/61487477","Literature","","","Freshwater","25944","Database","2021","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45910","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Chehalis drainage, upper","46.7840620109","-123.031895263","Calculated by GIS","Centroid","Upper Chehalis","17100103","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45889","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Columbia River, upper","47.953145","-118.833618","Map derived","Approximate","Franklin D. Roosevelt Lake","17020001","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45883","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Columbia River, upper","47.953145","-118.833618","Map derived","Approximate","Franklin D. Roosevelt Lake","17020001","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45877","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Columbia River, upper","47.953145","-118.833618","Map derived","Approximate","Franklin D. Roosevelt Lake","17020001","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45871","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Columbia River, upper","47.953145","-118.833618","Map derived","Approximate","Franklin D. Roosevelt Lake","17020001","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45854","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Columbia River, middle","45.708817","-121.654015","Map derived","Approximate","Middle Columbia-Hood","17070105","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45865","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Columbia River, middle","45.835497","-119.892426","Map derived","Approximate","Middle Columbia-Lake Wallula","17070101","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45895","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","lower Snake River","46.673941","-117.590103","Map derived","Approximate","Lower Snake-Tucannon","17060107","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45915","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Snake River, lower","46.249793","-116.964226","Map derived","Approximate","Lower Snake-Asotin","17060103","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46096","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Columbia River","47.384636","-120.262871","Map derived","Approximate","Upper Columbia-Entiat","17020010","1979","","","established","now spreading throughout the Columbia system; may have been first introduced to WA in the 1960s by the federal government","Literature","","","Freshwater","1179","Journal Article","1979","Hubbs, C.L., W.I. Follett, and L.J. Dempster","List of the fishes of California.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45743","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Snake River, lower portion","46.360198","-118.738174","Map derived","Approximate","Lower Snake","17060110","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45825","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Columbia River, lower","46.011747","-122.852726","Map derived","Approximate","Lower Columbia-Clatskanie","17080003","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45843","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Columbia River, lower","46.011747","-122.852726","Map derived","Approximate","Lower Columbia-Clatskanie","17080003","1980","","","established","","Literature","","","Freshwater","275","Book","1980","Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr.","Atlas of North American freshwater fishes.","North Carolina State Museum of Natural History","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239136","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Roosevelt Lake on the Columbia River","47.844962","-118.364639","Map derived","Approximate","Franklin D. Roosevelt Lake","17020001","1950","","","established","""Fry introduced into Lake Roosevelt in 1950s and expanded range downstream to Banks Lake probably by 1962. Now occurs throughout the Columbia River and lower reaches of its tributaries to Portland, OR and Vancouver, WA.""","Literature","","","Freshwater","13708","Book","2003","Wydoski, R.S., and R.R. Whitney.","Inland Fishes of Washington. Second Edition.","American Fisheries Society, Bethesda, MD in association with University of Washington Press, Seattle.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45979","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","state non-specific","47.3798","-120.44259","Calculated by GIS","Centroid","Pacific Northwest Region","17000000","1992","","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45932","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","","Franklin D. Roosevelt Lake","48.404591","-118.196411","Map derived","Approximate","Franklin D. Roosevelt Lake","17020001","1992","","","established","","Literature","","","Freshwater","1952","Other","1992","DeLorme.","Washington Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46160","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Adams","Sprague Lake (formally Colville Lake)","47.2590457","-118.063","GNIS","Accurate","Palouse","17060108","1992","","","established","","Literature","","","Freshwater","1952","Other","1992","DeLorme.","Washington Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239173","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Adams","Cow Lake","47.1282096","-118.176","GNIS","Accurate","Palouse","17060108","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165310","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Adams","Sprague Lake, near Spokane","47.25904","-118.063","GNIS","Accurate","Palouse","17060108","1999","","","established","","Literature","","","Freshwater","15313","Web Page","2003","Four Seasons Campground and Resort.","Fishing Information.","Four Seasons Campground and Resort.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239846","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Benton","Columbia River","45.926319","-119.601288","Map derived","Approximate","Middle Columbia-Lake Wallula","17070101","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239856","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Benton","Mound Pond","46.0290226","-118.965","GNIS","Accurate","Middle Columbia-Lake Wallula","17070101","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239865","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Benton","Palmer pond","46.0048557","-118.996","GNIS","Accurate","Middle Columbia-Lake Wallula","17070101","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239874","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Benton","Switch Pond","46.0126335","-118.986","GNIS","Accurate","Middle Columbia-Lake Wallula","17070101","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239892","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Chelan","Columbia River","47.648737","-120.226135","Map derived","Approximate","Upper Columbia-Entiat","17020010","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239943","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Clark","Columbia River","45.572236","-122.448807","Map derived","Approximate","Lower Columbia-Clatskanie","17080003","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239973","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Cowlitz","Columbia River, in Cowlitz county","46.079423","-122.897186","Map derived","Approximate","Lower Columbia-Clatskanie","17080003","2005","","","established","","Literature","","","Freshwater","16451","Other","2005","Washington Department of Fish and Wildlife.","Warmwater Fishes of Washington.","Washington Department of Fish and Wildlife Angler Education Program.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46158","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Cowlitz","Silver Lake","46.295668","-122.78372","GNIS","Accurate","Lower Cowlitz","17080005","1992","","","established","","Literature","","","Freshwater","1952","Other","1992","DeLorme.","Washington Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46147","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Cowlitz","Lake Sacajawea","46.1351121","-122.95205","GNIS","Accurate","Lower Columbia-Clatskanie","17080003","1992","","","established","","Literature","","","Freshwater","1952","Other","1992","DeLorme.","Washington Atlas and Gazetteer.","DeLorme, Yarmouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45950","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Douglas","Columbia River below Chief Joseph Dam","47.999456","-119.65004","Map derived","Approximate","Chief Joseph","17020005","1979","","","established","","Literature","","","Freshwater","213","Book","1979","Wydoski, R.S., and R.R. Whitney.","Inland Fishes of Washington.","University of Washington Press Seattle, WA.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45949","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","WA","Douglas","Columbia River below Grand Coulee Dam","47.970847","-118.98159","Map derived","Approximate","Chief Joseph","17020005","1979","","","established","","Literature","","","Freshwater","213","Book","1979","Wydoski, R.S., and R.R. Whitney.","Inland Fishes of Washington.","University of Washington Press Seattle, WA.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
